Code	System	Display	Definition
1877-0	http://terminology.hl7.org/CodeSystem/v3-Race	Point Lay	Point Lay
1878-8	http://terminology.hl7.org/CodeSystem/v3-Race	Selawik	Selawik
1879-6	http://terminology.hl7.org/CodeSystem/v3-Race	Shaktoolik	Shaktoolik
1880-4	http://terminology.hl7.org/CodeSystem/v3-Race	Shishmaref	Shishmaref
1881-2	http://terminology.hl7.org/CodeSystem/v3-Race	Shungnak	Shungnak
1882-0	http://terminology.hl7.org/CodeSystem/v3-Race	Solomon	Solomon
1883-8	http://terminology.hl7.org/CodeSystem/v3-Race	Teller	Teller
1884-6	http://terminology.hl7.org/CodeSystem/v3-Race	Unalakleet	Unalakleet
1885-3	http://terminology.hl7.org/CodeSystem/v3-Race	Wainwright	Wainwright
1886-1	http://terminology.hl7.org/CodeSystem/v3-Race	Wales	Wales
1887-9	http://terminology.hl7.org/CodeSystem/v3-Race	White Mountain	White Mountain
1888-7	http://terminology.hl7.org/CodeSystem/v3-Race	White Mountain Inupiat	White Mountain Inupiat
1889-5	http://terminology.hl7.org/CodeSystem/v3-Race	Mary's Igloo	Mary's Igloo
1891-1	http://terminology.hl7.org/CodeSystem/v3-Race	Siberian Eskimo	Siberian Eskimo
1892-9	http://terminology.hl7.org/CodeSystem/v3-Race	Gambell	Gambell
1893-7	http://terminology.hl7.org/CodeSystem/v3-Race	Savoonga	Savoonga
1894-5	http://terminology.hl7.org/CodeSystem/v3-Race	Siberian Yupik	Siberian Yupik
1896-0	http://terminology.hl7.org/CodeSystem/v3-Race	Yupik Eskimo	Yupik Eskimo
1897-8	http://terminology.hl7.org/CodeSystem/v3-Race	Akiachak	Akiachak
1898-6	http://terminology.hl7.org/CodeSystem/v3-Race	Akiak	Akiak
1899-4	http://terminology.hl7.org/CodeSystem/v3-Race	Alakanuk	Alakanuk
1900-0	http://terminology.hl7.org/CodeSystem/v3-Race	Aleknagik	Aleknagik
1901-8	http://terminology.hl7.org/CodeSystem/v3-Race	Andreafsky	Andreafsky
1902-6	http://terminology.hl7.org/CodeSystem/v3-Race	Aniak	Aniak
1903-4	http://terminology.hl7.org/CodeSystem/v3-Race	Atmautluak	Atmautluak
1904-2	http://terminology.hl7.org/CodeSystem/v3-Race	Bethel	Bethel
1905-9	http://terminology.hl7.org/CodeSystem/v3-Race	Bill Moore's Slough	Bill Moore's Slough
1906-7	http://terminology.hl7.org/CodeSystem/v3-Race	Bristol Bay Yupik	Bristol Bay Yupik
1907-5	http://terminology.hl7.org/CodeSystem/v3-Race	Calista Yupik	Calista Yupik
1908-3	http://terminology.hl7.org/CodeSystem/v3-Race	Chefornak	Chefornak
1909-1	http://terminology.hl7.org/CodeSystem/v3-Race	Chevak	Chevak
1910-9	http://terminology.hl7.org/CodeSystem/v3-Race	Chuathbaluk	Chuathbaluk
1911-7	http://terminology.hl7.org/CodeSystem/v3-Race	Clark's Point	Clark's Point
1912-5	http://terminology.hl7.org/CodeSystem/v3-Race	Crooked Creek	Crooked Creek
1913-3	http://terminology.hl7.org/CodeSystem/v3-Race	Dillingham	Dillingham
1914-1	http://terminology.hl7.org/CodeSystem/v3-Race	Eek	Eek
1915-8	http://terminology.hl7.org/CodeSystem/v3-Race	Ekuk	Ekuk
1916-6	http://terminology.hl7.org/CodeSystem/v3-Race	Ekwok	Ekwok
1917-4	http://terminology.hl7.org/CodeSystem/v3-Race	Emmonak	Emmonak
1918-2	http://terminology.hl7.org/CodeSystem/v3-Race	Goodnews Bay	Goodnews Bay
1919-0	http://terminology.hl7.org/CodeSystem/v3-Race	Hooper Bay	Hooper Bay
1920-8	http://terminology.hl7.org/CodeSystem/v3-Race	Iqurmuit (Russian Mission)	Iqurmuit (Russian Mission)
1921-6	http://terminology.hl7.org/CodeSystem/v3-Race	Kalskag	Kalskag
1922-4	http://terminology.hl7.org/CodeSystem/v3-Race	Kasigluk	Kasigluk
1923-2	http://terminology.hl7.org/CodeSystem/v3-Race	Kipnuk	Kipnuk
1924-0	http://terminology.hl7.org/CodeSystem/v3-Race	Koliganek	Koliganek
1925-7	http://terminology.hl7.org/CodeSystem/v3-Race	Kongiganak	Kongiganak
1926-5	http://terminology.hl7.org/CodeSystem/v3-Race	Kotlik	Kotlik
1927-3	http://terminology.hl7.org/CodeSystem/v3-Race	Kwethluk	Kwethluk
1928-1	http://terminology.hl7.org/CodeSystem/v3-Race	Kwigillingok	Kwigillingok
1929-9	http://terminology.hl7.org/CodeSystem/v3-Race	Levelock	Levelock
1930-7	http://terminology.hl7.org/CodeSystem/v3-Race	Lower Kalskag	Lower Kalskag
1931-5	http://terminology.hl7.org/CodeSystem/v3-Race	Manokotak	Manokotak
1932-3	http://terminology.hl7.org/CodeSystem/v3-Race	Marshall	Marshall
1933-1	http://terminology.hl7.org/CodeSystem/v3-Race	Mekoryuk	Mekoryuk
1934-9	http://terminology.hl7.org/CodeSystem/v3-Race	Mountain Village	Mountain Village
1935-6	http://terminology.hl7.org/CodeSystem/v3-Race	Naknek	Naknek
1936-4	http://terminology.hl7.org/CodeSystem/v3-Race	Napaumute	Napaumute
1937-2	http://terminology.hl7.org/CodeSystem/v3-Race	Napakiak	Napakiak
1938-0	http://terminology.hl7.org/CodeSystem/v3-Race	Napaskiak	Napaskiak
1939-8	http://terminology.hl7.org/CodeSystem/v3-Race	Newhalen	Newhalen
1940-6	http://terminology.hl7.org/CodeSystem/v3-Race	New Stuyahok	New Stuyahok
1941-4	http://terminology.hl7.org/CodeSystem/v3-Race	Newtok	Newtok
1942-2	http://terminology.hl7.org/CodeSystem/v3-Race	Nightmute	Nightmute
1943-0	http://terminology.hl7.org/CodeSystem/v3-Race	Nunapitchukv	Nunapitchukv
1944-8	http://terminology.hl7.org/CodeSystem/v3-Race	Oscarville	Oscarville
1945-5	http://terminology.hl7.org/CodeSystem/v3-Race	Pilot Station	Pilot Station
1946-3	http://terminology.hl7.org/CodeSystem/v3-Race	Pitkas Point	Pitkas Point
1947-1	http://terminology.hl7.org/CodeSystem/v3-Race	Platinum	Platinum
1948-9	http://terminology.hl7.org/CodeSystem/v3-Race	Portage Creek	Portage Creek
1949-7	http://terminology.hl7.org/CodeSystem/v3-Race	Quinhagak	Quinhagak
1950-5	http://terminology.hl7.org/CodeSystem/v3-Race	Red Devil	Red Devil
1951-3	http://terminology.hl7.org/CodeSystem/v3-Race	St. Michael	St. Michael
1952-1	http://terminology.hl7.org/CodeSystem/v3-Race	Scammon Bay	Scammon Bay
1953-9	http://terminology.hl7.org/CodeSystem/v3-Race	Sheldon's Point	Sheldon's Point
1954-7	http://terminology.hl7.org/CodeSystem/v3-Race	Sleetmute	Sleetmute
1955-4	http://terminology.hl7.org/CodeSystem/v3-Race	Stebbins	Stebbins
1956-2	http://terminology.hl7.org/CodeSystem/v3-Race	Togiak	Togiak
1957-0	http://terminology.hl7.org/CodeSystem/v3-Race	Toksook	Toksook
1958-8	http://terminology.hl7.org/CodeSystem/v3-Race	Tulukskak	Tulukskak
1959-6	http://terminology.hl7.org/CodeSystem/v3-Race	Tuntutuliak	Tuntutuliak
1960-4	http://terminology.hl7.org/CodeSystem/v3-Race	Tununak	Tununak
1961-2	http://terminology.hl7.org/CodeSystem/v3-Race	Twin Hills	Twin Hills
1962-0	http://terminology.hl7.org/CodeSystem/v3-Race	Georgetown	Georgetown
1963-8	http://terminology.hl7.org/CodeSystem/v3-Race	St. Mary's	St. Mary's
1964-6	http://terminology.hl7.org/CodeSystem/v3-Race	Umkumiate	Umkumiate
1966-1	http://terminology.hl7.org/CodeSystem/v3-Race	Aleut	Aleut
1968-7	http://terminology.hl7.org/CodeSystem/v3-Race	Alutiiq Aleut	Alutiiq Aleut
1969-5	http://terminology.hl7.org/CodeSystem/v3-Race	Tatitlek	Tatitlek
1970-3	http://terminology.hl7.org/CodeSystem/v3-Race	Ugashik	Ugashik
1972-9	http://terminology.hl7.org/CodeSystem/v3-Race	Bristol Bay Aleut	Bristol Bay Aleut
1973-7	http://terminology.hl7.org/CodeSystem/v3-Race	Chignik	Chignik
1974-5	http://terminology.hl7.org/CodeSystem/v3-Race	Chignik Lake	Chignik Lake
1975-2	http://terminology.hl7.org/CodeSystem/v3-Race	Egegik	Egegik
1976-0	http://terminology.hl7.org/CodeSystem/v3-Race	Igiugig	Igiugig
1977-8	http://terminology.hl7.org/CodeSystem/v3-Race	Ivanof Bay	Ivanof Bay
1978-6	http://terminology.hl7.org/CodeSystem/v3-Race	King Salmon	King Salmon
1979-4	http://terminology.hl7.org/CodeSystem/v3-Race	Kokhanok	Kokhanok
1980-2	http://terminology.hl7.org/CodeSystem/v3-Race	Perryville	Perryville
1981-0	http://terminology.hl7.org/CodeSystem/v3-Race	Pilot Point	Pilot Point
1982-8	http://terminology.hl7.org/CodeSystem/v3-Race	Port Heiden	Port Heiden
1984-4	http://terminology.hl7.org/CodeSystem/v3-Race	Chugach Aleut	Chugach Aleut
1985-1	http://terminology.hl7.org/CodeSystem/v3-Race	Chenega	Chenega
1986-9	http://terminology.hl7.org/CodeSystem/v3-Race	Chugach Corporation	Chugach Corporation
1987-7	http://terminology.hl7.org/CodeSystem/v3-Race	English Bay	English Bay
1988-5	http://terminology.hl7.org/CodeSystem/v3-Race	Port Graham	Port Graham
1990-1	http://terminology.hl7.org/CodeSystem/v3-Race	Eyak	Eyak
1992-7	http://terminology.hl7.org/CodeSystem/v3-Race	Koniag Aleut	Koniag Aleut
1993-5	http://terminology.hl7.org/CodeSystem/v3-Race	Akhiok	Akhiok
1994-3	http://terminology.hl7.org/CodeSystem/v3-Race	Agdaagux	Agdaagux
1995-0	http://terminology.hl7.org/CodeSystem/v3-Race	Karluk	Karluk
1996-8	http://terminology.hl7.org/CodeSystem/v3-Race	Kodiak	Kodiak
1997-6	http://terminology.hl7.org/CodeSystem/v3-Race	Larsen Bay	Larsen Bay
1998-4	http://terminology.hl7.org/CodeSystem/v3-Race	Old Harbor	Old Harbor
1999-2	http://terminology.hl7.org/CodeSystem/v3-Race	Ouzinkie	Ouzinkie
2000-8	http://terminology.hl7.org/CodeSystem/v3-Race	Port Lions	Port Lions
2002-4	http://terminology.hl7.org/CodeSystem/v3-Race	Sugpiaq	Sugpiaq
2004-0	http://terminology.hl7.org/CodeSystem/v3-Race	Suqpigaq	Suqpigaq
2006-5	http://terminology.hl7.org/CodeSystem/v3-Race	Unangan Aleut	Unangan Aleut
2007-3	http://terminology.hl7.org/CodeSystem/v3-Race	Akutan	Akutan
2008-1	http://terminology.hl7.org/CodeSystem/v3-Race	Aleut Corporation	Aleut Corporation
2009-9	http://terminology.hl7.org/CodeSystem/v3-Race	Aleutian	Aleutian
2010-7	http://terminology.hl7.org/CodeSystem/v3-Race	Aleutian Islander	Aleutian Islander
2011-5	http://terminology.hl7.org/CodeSystem/v3-Race	Atka	Atka
2012-3	http://terminology.hl7.org/CodeSystem/v3-Race	Belkofski	Belkofski
2013-1	http://terminology.hl7.org/CodeSystem/v3-Race	Chignik Lagoon	Chignik Lagoon
2014-9	http://terminology.hl7.org/CodeSystem/v3-Race	King Cove	King Cove
2015-6	http://terminology.hl7.org/CodeSystem/v3-Race	False Pass	False Pass
2016-4	http://terminology.hl7.org/CodeSystem/v3-Race	Nelson Lagoon	Nelson Lagoon
2017-2	http://terminology.hl7.org/CodeSystem/v3-Race	Nikolski	Nikolski
2018-0	http://terminology.hl7.org/CodeSystem/v3-Race	Pauloff Harbor	Pauloff Harbor
2019-8	http://terminology.hl7.org/CodeSystem/v3-Race	Qagan Toyagungin	Qagan Toyagungin
2020-6	http://terminology.hl7.org/CodeSystem/v3-Race	Qawalangin	Qawalangin
2021-4	http://terminology.hl7.org/CodeSystem/v3-Race	St. George	St. George
2022-2	http://terminology.hl7.org/CodeSystem/v3-Race	St. Paul	St. Paul
2023-0	http://terminology.hl7.org/CodeSystem/v3-Race	Sand Point	Sand Point
2024-8	http://terminology.hl7.org/CodeSystem/v3-Race	South Naknek	South Naknek
2025-5	http://terminology.hl7.org/CodeSystem/v3-Race	Unalaska	Unalaska
2026-3	http://terminology.hl7.org/CodeSystem/v3-Race	Unga	Unga
2028-9	http://terminology.hl7.org/CodeSystem/v3-Race	Asian	Asian
2029-7	http://terminology.hl7.org/CodeSystem/v3-Race	Asian Indian	Asian Indian
2030-5	http://terminology.hl7.org/CodeSystem/v3-Race	Bangladeshi	Bangladeshi
2031-3	http://terminology.hl7.org/CodeSystem/v3-Race	Bhutanese	Bhutanese
2032-1	http://terminology.hl7.org/CodeSystem/v3-Race	Burmese	Burmese
2033-9	http://terminology.hl7.org/CodeSystem/v3-Race	Cambodian	Cambodian
2034-7	http://terminology.hl7.org/CodeSystem/v3-Race	Chinese	Chinese
2035-4	http://terminology.hl7.org/CodeSystem/v3-Race	Taiwanese	Taiwanese
2036-2	http://terminology.hl7.org/CodeSystem/v3-Race	Filipino	Filipino
2037-0	http://terminology.hl7.org/CodeSystem/v3-Race	Hmong	Hmong
2038-8	http://terminology.hl7.org/CodeSystem/v3-Race	Indonesian	Indonesian
2039-6	http://terminology.hl7.org/CodeSystem/v3-Race	Japanese	Japanese
2040-4	http://terminology.hl7.org/CodeSystem/v3-Race	Korean	Korean
2041-2	http://terminology.hl7.org/CodeSystem/v3-Race	Laotian	Laotian
2042-0	http://terminology.hl7.org/CodeSystem/v3-Race	Malaysian	Malaysian
2043-8	http://terminology.hl7.org/CodeSystem/v3-Race	Okinawan	Okinawan
2044-6	http://terminology.hl7.org/CodeSystem/v3-Race	Pakistani	Pakistani
2045-3	http://terminology.hl7.org/CodeSystem/v3-Race	Sri Lankan	Sri Lankan
2046-1	http://terminology.hl7.org/CodeSystem/v3-Race	Thai	Thai
2047-9	http://terminology.hl7.org/CodeSystem/v3-Race	Vietnamese	Vietnamese
2048-7	http://terminology.hl7.org/CodeSystem/v3-Race	Iwo Jiman	Iwo Jiman
2049-5	http://terminology.hl7.org/CodeSystem/v3-Race	Maldivian	Maldivian
2050-3	http://terminology.hl7.org/CodeSystem/v3-Race	Nepalese	Nepalese
2051-1	http://terminology.hl7.org/CodeSystem/v3-Race	Singaporean	Singaporean
2052-9	http://terminology.hl7.org/CodeSystem/v3-Race	Madagascar	Madagascar
2054-5	http://terminology.hl7.org/CodeSystem/v3-Race	Black or African American	Black or African American
2056-0	http://terminology.hl7.org/CodeSystem/v3-Race	Black	Black
2058-6	http://terminology.hl7.org/CodeSystem/v3-Race	African American	African American
2060-2	http://terminology.hl7.org/CodeSystem/v3-Race	African	African
2061-0	http://terminology.hl7.org/CodeSystem/v3-Race	Botswanan	Botswanan
2062-8	http://terminology.hl7.org/CodeSystem/v3-Race	Ethiopian	Ethiopian
2063-6	http://terminology.hl7.org/CodeSystem/v3-Race	Liberian	Liberian
2064-4	http://terminology.hl7.org/CodeSystem/v3-Race	Namibian	Namibian
2065-1	http://terminology.hl7.org/CodeSystem/v3-Race	Nigerian	Nigerian
2066-9	http://terminology.hl7.org/CodeSystem/v3-Race	Zairean	Zairean
2067-7	http://terminology.hl7.org/CodeSystem/v3-Race	Bahamian	Bahamian
2068-5	http://terminology.hl7.org/CodeSystem/v3-Race	Barbadian	Barbadian
2069-3	http://terminology.hl7.org/CodeSystem/v3-Race	Dominican	Dominican
2070-1	http://terminology.hl7.org/CodeSystem/v3-Race	Dominica Islander	Dominica Islander
2071-9	http://terminology.hl7.org/CodeSystem/v3-Race	Haitian	Haitian
2072-7	http://terminology.hl7.org/CodeSystem/v3-Race	Jamaican	Jamaican
2073-5	http://terminology.hl7.org/CodeSystem/v3-Race	Tobagoan	Tobagoan
2074-3	http://terminology.hl7.org/CodeSystem/v3-Race	Trinidadian	Trinidadian
2075-0	http://terminology.hl7.org/CodeSystem/v3-Race	West Indian	West Indian
2076-8	http://terminology.hl7.org/CodeSystem/v3-Race	Native Hawaiian or Other Pacific Islander	Native Hawaiian or Other Pacific Islander
2078-4	http://terminology.hl7.org/CodeSystem/v3-Race	Polynesian	Polynesian
2079-2	http://terminology.hl7.org/CodeSystem/v3-Race	Native Hawaiian	Native Hawaiian
2080-0	http://terminology.hl7.org/CodeSystem/v3-Race	Samoan	Samoan
2081-8	http://terminology.hl7.org/CodeSystem/v3-Race	Tahitian	Tahitian
2082-6	http://terminology.hl7.org/CodeSystem/v3-Race	Tongan	Tongan
2083-4	http://terminology.hl7.org/CodeSystem/v3-Race	Tokelauan	Tokelauan
2085-9	http://terminology.hl7.org/CodeSystem/v3-Race	Micronesian	Micronesian
2086-7	http://terminology.hl7.org/CodeSystem/v3-Race	Guamanian or Chamorro	Guamanian or Chamorro
2087-5	http://terminology.hl7.org/CodeSystem/v3-Race	Guamanian	Guamanian
2088-3	http://terminology.hl7.org/CodeSystem/v3-Race	Chamorro	Chamorro
2089-1	http://terminology.hl7.org/CodeSystem/v3-Race	Mariana Islander	Mariana Islander
2090-9	http://terminology.hl7.org/CodeSystem/v3-Race	Marshallese	Marshallese
2091-7	http://terminology.hl7.org/CodeSystem/v3-Race	Palauan	Palauan
2092-5	http://terminology.hl7.org/CodeSystem/v3-Race	Carolinian	Carolinian
2093-3	http://terminology.hl7.org/CodeSystem/v3-Race	Kosraean	Kosraean
2094-1	http://terminology.hl7.org/CodeSystem/v3-Race	Pohnpeian	Pohnpeian
2095-8	http://terminology.hl7.org/CodeSystem/v3-Race	Saipanese	Saipanese
2096-6	http://terminology.hl7.org/CodeSystem/v3-Race	Kiribati	Kiribati
2097-4	http://terminology.hl7.org/CodeSystem/v3-Race	Chuukese	Chuukese
2098-2	http://terminology.hl7.org/CodeSystem/v3-Race	Yapese	Yapese
2100-6	http://terminology.hl7.org/CodeSystem/v3-Race	Melanesian	Melanesian
2101-4	http://terminology.hl7.org/CodeSystem/v3-Race	Fijian	Fijian
2102-2	http://terminology.hl7.org/CodeSystem/v3-Race	Papua New Guinean	Papua New Guinean
2103-0	http://terminology.hl7.org/CodeSystem/v3-Race	Solomon Islander	Solomon Islander
2104-8	http://terminology.hl7.org/CodeSystem/v3-Race	New Hebrides	New Hebrides
2500-7	http://terminology.hl7.org/CodeSystem/v3-Race	Other Pacific Islander	Note that this term remains in the table for completeness, even though within HL7, the notion of Other code is deprecated.
2106-3	http://terminology.hl7.org/CodeSystem/v3-Race	White	White
2108-9	http://terminology.hl7.org/CodeSystem/v3-Race	European	European
2109-7	http://terminology.hl7.org/CodeSystem/v3-Race	Armenian	Armenian
2110-5	http://terminology.hl7.org/CodeSystem/v3-Race	English	English
2111-3	http://terminology.hl7.org/CodeSystem/v3-Race	French	French
2112-1	http://terminology.hl7.org/CodeSystem/v3-Race	German	German
2113-9	http://terminology.hl7.org/CodeSystem/v3-Race	Irish	Irish
2114-7	http://terminology.hl7.org/CodeSystem/v3-Race	Italian	Italian
2115-4	http://terminology.hl7.org/CodeSystem/v3-Race	Polish	Polish
2116-2	http://terminology.hl7.org/CodeSystem/v3-Race	Scottish	Scottish
2118-8	http://terminology.hl7.org/CodeSystem/v3-Race	Middle Eastern or North African	Middle Eastern or North African
2119-6	http://terminology.hl7.org/CodeSystem/v3-Race	Assyrian	Assyrian
2120-4	http://terminology.hl7.org/CodeSystem/v3-Race	Egyptian	Egyptian
2121-2	http://terminology.hl7.org/CodeSystem/v3-Race	Iranian	Iranian
2122-0	http://terminology.hl7.org/CodeSystem/v3-Race	Iraqi	Iraqi
2123-8	http://terminology.hl7.org/CodeSystem/v3-Race	Lebanese	Lebanese
2124-6	http://terminology.hl7.org/CodeSystem/v3-Race	Palestinian	Palestinian
2125-3	http://terminology.hl7.org/CodeSystem/v3-Race	Syrian	Syrian
2126-1	http://terminology.hl7.org/CodeSystem/v3-Race	Afghanistani	Afghanistani
2127-9	http://terminology.hl7.org/CodeSystem/v3-Race	Israeili	Israeili
2129-5	http://terminology.hl7.org/CodeSystem/v3-Race	Arab	Arab
2131-1	http://terminology.hl7.org/CodeSystem/v3-Race	Other Race	Note that this term remains in the table for completeness, even though within HL7, the notion of Other code is deprecated.
248153007	http://snomed.info/sct	Male	
248152002	http://snomed.info/sct	Female	
77386006	http://snomed.info/sct	Pregnancy confirmed	
